platform,nama_pengguna,tanggal_komentar,komentar,rating,teks_cleaning,teks_casefolding,teks_normalisasi,teks_stemming,sentimen,skor_keyakinan,sentimen_rating,sentimen_prediksi,keyakinan_prediksi
TikTok,cecehdotcom,2025-02-21 03:07:35+00:00,minta DM yah,,minta DM yah,minta dm yah,meminta dm ya,minta,netral,0.9992,,netral,0.999
TikTok,winniems,2025-02-21 04:47:59+00:00,brp nih?,,brp nih,brp nih,berapa ini,berapa,netral,0.897,,netral,0.996
TikTok,riehenderson,2025-02-21 06:58:04+00:00,alamat dmn ya,,alamat dmn ya,alamat dmn ya,alamat dimana ya,alamat,netral,0.9991,,netral,0.9953
TikTok,aresrs28,2025-02-21 08:39:16+00:00,bisa bulanan kak ?,,bisa bulanan kak,bisa bulanan kak,bisa bulanan kak,bulan,netral,0.9928,,netral,0.999
TikTok,justinlee273,2025-02-21 09:09:40+00:00,brp ka hrganya,,brp ka hrganya,brp ka hrganya,berapa kak hrganya,berapa hrganya,netral,0.9866,,netral,0.9983
TikTok,rw_79_,2025-02-21 09:17:44+00:00,bisa untuk suami istri?,,bisa untuk suami istri,bisa untuk suami istri,bisa untuk suami istri,suami istri,netral,0.846,,netral,0.9757
TikTok,alex.tamrin,2025-02-21 10:23:38+00:00,alamat dmn,,alamat dmn,alamat dmn,alamat dimana,alamat,netral,0.934,,positif,0.99
TikTok,justd4ru,2025-02-21 11:51:59+00:00,Brp harganya kak?,,Brp harganya kak,brp harganya kak,berapa harga kak,berapa harga,netral,0.8499,,netral,0.9977
TikTok,pencipta882,2025-02-21 11:55:35+00:00,cove meruya berapa ya klo 1 minggu aja,,cove meruya berapa ya klo minggu aja,cove meruya berapa ya klo minggu aja,cove meruya berapa ya kalau minggu saja,meruya berapa kalau minggu,netral,0.7754,,netral,0.9787
TikTok,dewicutte_278,2025-02-21 13:21:30+00:00,sebulan berapa kk,,sebulan berapa kk,sebulan berapa kk,sebulan berapa kakak,bulan berapa,netral,0.6815,,netral,0.9972
TikTok,orchid.store74,2025-02-21 14:11:36+00:00,kost-an premium,,kost an premium,kost an premium,kos an premium,premium,positif,0.9938,,positif,0.9985
TikTok,yu_shop4,2025-02-21 16:37:34+00:00,"sekarang banyak mall yang kosong, bagusnya dibuat seperti ini.",,sekarang banyak mall yang kosong bagusnya dibuat seperti ini,sekarang banyak mall yang kosong bagusnya dibuat seperti ini,sekarang banyak mall yang kosong bagusnya dibuat seperti ini,sekarang banyak mall kosong bagus buat,negatif,0.9803,,negatif,0.5273
TikTok,nooerida,2025-02-21 18:31:36+00:00,brp ya kak,,brp ya kak,brp ya kak,berapa ya kak,berapa,netral,0.6387,,netral,0.988
TikTok,womenstrong615,2025-02-21 19:56:58+00:00,bebas ga ya,,bebas ga ya,bebas ga ya,bebas tidak ya,bebas tidak,negatif,0.7609,,negatif,0.9986
TikTok,triznarizka,2025-02-21 22:28:35+00:00,286rb/day,,rb day,rb day,ribu day,ribu day,positif,0.7537,,netral,0.9897
TikTok,yesayaptrm,2025-02-22 00:21:31+00:00,"daerah jakbar, full terus plsss",,daerah jakbar full terus plss,daerah jakbar full terus plss,daerah jakbar full terus tolong,daerah jakbar full terus,netral,0.9983,,netral,0.999
TikTok,astalavizta_,2025-02-22 01:40:37+00:00,berapa Triliun ini?,,berapa Triliun ini,berapa triliun ini,berapa triliun ini,berapa triliun,negatif,0.6177,,negatif,0.9565
TikTok,ardipuy1104,2025-02-22 03:29:06+00:00,perbulan brp y?,,perbulan brp y,perbulan brp y,perbulan berapa ya,bulan berapa,netral,0.9982,,netral,0.9989
TikTok,omjeck007,2025-02-22 03:50:45+00:00,kost studio tipe mezzanine ☺️,,kost studio tipe mezzanine,kost studio tipe mezzanine,kos studio tipe mezzanine,studio tipe mezzanine,netral,0.9987,,netral,0.9987
TikTok,po3tra23,2025-02-22 07:38:30+00:00,1 lantai + mezanin,,lantai mezanin,lantai mezanin,lantai mezanin,lantai mezanin,netral,0.9991,,positif,0.7661
TikTok,ananda_raihanrudyraisa,2025-02-22 11:37:50+00:00,daerah mna nih kk,,daerah mna nih kk,daerah mna nih kk,daerah mana ini kakak,daerah mana,negatif,0.5943,,netral,0.8961
TikTok,toaikpanyalai,2025-02-22 12:07:35+00:00,berapa duit,,berapa duit,berapa duit,berapa duit,berapa duit,negatif,0.8541,,negatif,0.9972
TikTok,srianingsih__,2025-02-22 12:56:24+00:00,Di daerah mana,,Di daerah mana,di daerah mana,di daerah mana,daerah mana,netral,0.9947,,netral,0.9982
TikTok,srianingsih__,2025-02-22 12:56:34+00:00,Bener 2 jt?,,Bener jt,bener jt,benar juta,benar juta,negatif,0.9298,,negatif,0.9987
TikTok,indlsmn12,2025-02-22 13:01:35+00:00,info kost nya kak🙏🙏,,info kost nya kak,info kost nya kak,informasi kos nya kak,informasi,netral,0.9156,,netral,0.9969
TikTok,indlsmn12,2025-02-22 13:02:05+00:00,ada info kost yang luas daerah jakpus/jakut 🙏🙏,,ada info kost yang luas daerah jakpus jakut,ada info kost yang luas daerah jakpus jakut,ada informasi kos yang luas daerah jakpus jakut,informasi luas daerah jakpus jakut,netral,0.9994,,netral,0.999
TikTok,dguzelim,2025-02-22 23:59:17+00:00,Lokasi lengkap dimana,,Lokasi lengkap dimana,lokasi lengkap dimana,lokasi lengkap dimana,lokasi lengkap,positif,0.9996,,positif,0.999
TikTok,ilyasahumam58_,2025-02-23 17:12:53+00:00,berapa kak perbulan nya?,,berapa kak perbulan nya,berapa kak perbulan nya,berapa kak perbulan nya,berapa bulan,netral,0.9991,,netral,0.9987
TikTok,jeninigor,2025-02-24 08:36:49+00:00,klo kost yg pet friedly daerah jakarta pusat or utara ada ?,,klo kost yg pet friedly daerah jakarta pusat or utara ada,klo kost yg pet friedly daerah jakarta pusat or utara ada,kalau kos yang pet friedly daerah jakarta pusat orang utara ada,kalau pet friedly daerah jakarta pusat orang utara,netral,0.9994,,netral,0.9986
TikTok,rourentsmits,2025-02-24 15:24:29+00:00,harga berapa nih,,harga berapa nih,harga berapa nih,harga berapa ini,harga berapa,netral,0.5017,,netral,0.9975
TikTok,zan_skie,2025-02-25 06:36:46+00:00,gabisa buat berdua 😂😂,,gabisa buat berdua,gabisa buat berdua,tidak bisa untuk berdua,tidak dua,negatif,0.9998,,negatif,0.9989
TikTok,helawnanas,2025-02-25 15:43:25+00:00,ka kalau sewa cuman buat 1 minggu bisa nggak ya? trus berapaan?,,ka kalau sewa cuman buat minggu bisa nggak ya trus berapaan,ka kalau sewa cuman buat minggu bisa nggak ya trus berapaan,kak kalau sewa cuman untuk minggu bisa tidak ya terus berapaan,kalau sewa cuman minggu tidak terus berapa,netral,0.9973,,netral,0.9987
TikTok,ab.com415,2025-02-27 01:51:08+00:00,ada yg ksong gk skrng,,ada yg ksong gk skrng,ada yg ksong gk skrng,ada yang ksong tidak sekarang,ksong tidak sekarang,negatif,0.9997,,negatif,0.9981
TikTok,cove_id,2025-02-27 03:34:28+00:00,Benar kak 😍,,Benar kak,benar kak,benar kak,benar,positif,0.9989,,positif,0.998
TikTok,cove_id,2025-02-27 03:34:44+00:00,Silahkan langsung DM untuk infonya ya kak,,Silahkan langsung DM untuk infonya ya kak,silahkan langsung dm untuk infonya ya kak,silakan langsung dm untuk informasi ya kak,sila langsung informasi,netral,0.9997,,netral,0.9991
TikTok,cove_id,2025-02-27 03:35:18+00:00,"Huhu, langsung booking kalau ada yang kosong kak 😍",,Huhu langsung booking kalau ada yang kosong kak,huhu langsung booking kalau ada yang kosong kak,huhu langsung pemesanan kalau ada yang kosong kak,huhu langsung mesan kalau kosong,netral,0.999,,netral,0.9987
TikTok,cove_id,2025-02-27 03:35:35+00:00,Bisa di seacrhing Cove Rhys Living ya Kaka 😍,,Bisa di seacrhing Cove Rhys Living ya Kaka,bisa di seacrhing cove rhys living ya kaka,bisa di seacrhing cove rhys living ya kakak,seacrhing rhys living,netral,0.9988,,netral,0.9989
TikTok,cove_id,2025-02-27 03:36:40+00:00,DM untuk infonya ya ka😍,,DM untuk infonya ya ka,dm untuk infonya ya ka,dm untuk informasi ya kak,informasi,netral,0.9997,,netral,0.9989
TikTok,cove_id,2025-02-27 03:37:38+00:00,Yes kama mezzanine ya🤗,,Yes kama mezzanine ya,yes kama mezzanine ya,yes kama mezzanine ya,yes kama mezzanine,netral,0.9978,,netral,0.9959
TikTok,cove_id,2025-02-27 03:37:54+00:00,"Ada dong, toilet dalam",,Ada dong toilet dalam,ada dong toilet dalam,ada toilet dalam,toilet,negatif,0.9428,,negatif,0.996
TikTok,cove_id,2025-02-27 03:38:09+00:00,"Bisa dong, DM untuk infonya ya ka😍",,Bisa dong DM untuk infonya ya ka,bisa dong dm untuk infonya ya ka,bisa dm untuk informasi ya kak,informasi,netral,0.9997,,netral,0.999
TikTok,cove_id,2025-02-27 03:38:58+00:00,"Benar, kosan ya",,Benar kosan ya,benar kosan ya,benar kos ya,benar,negatif,0.9998,,negatif,0.9985
TikTok,cove_id,2025-02-27 03:54:46+00:00,DM untuk infonya ya kak 🤗,,DM untuk infonya ya kak,dm untuk infonya ya kak,dm untuk informasi ya kak,informasi,netral,0.9997,,netral,0.9989
TikTok,cove_id,2025-02-27 07:58:47+00:00,Saat ini hanya ada di Cove Rumah Rajasa di Senopati ya kak,,Saat ini hanya ada di Cove Rumah Rajasa di Senopati ya kak,saat ini hanya ada di cove rumah rajasa di senopati ya kak,saat ini hanya ada di cove rumah rajasa di senopati ya kak,rumah rajasa senopati,netral,0.9996,,netral,0.999
TikTok,pengunamioo,2025-02-28 13:22:11+00:00,bisa buat pelajar gk sih,,bisa buat pelajar gk sih,bisa buat pelajar gk sih,bisa untuk pelajar tidak,ajar tidak,negatif,0.9833,,negatif,0.9971
TikTok,hellokittygirls21,2025-03-02 02:22:03+00:00,Aku lg mau coba apart yg di duren sawit 1 jt an perbulan tipe Studio.. murce,,Aku lg mau coba apart yg di duren sawit jt an perbulan tipe Studio murce,aku lg mau coba apart yg di duren sawit jt an perbulan tipe studio murce,saya lagi ingin coba apart yang di duren sawit juta an perbulan tipe studio murce,coba apart duren sawit juta bulan tipe studio murce,netral,0.9997,,netral,0.999
TikTok,isanmuss,2025-03-02 12:28:45+00:00,1jt gass,,jt gass,jt gass,juta gass,juta gass,netral,0.943,,negatif,0.9946
TikTok,_putrijoe16,2025-03-02 14:15:34+00:00,pet friendly gk sih,,pet friendly gk sih,pet friendly gk sih,pet friendly tidak,pet friendly tidak,negatif,0.9995,,negatif,0.9988
TikTok,zeppelin711_,2025-03-02 22:16:42+00:00,yaa bisa² aja klo perbulannya lancar 3jt 🤭,,yaa bisa aja klo perbulannya lancar jt,yaa bisa aja klo perbulannya lancar jt,ya bisa saja kalau perbulannya lancar juta,kalau bulan lancar juta,positif,0.9163,,positif,0.9816
TikTok,cove_id,2025-03-04 03:31:27+00:00,Silahkan DM untuk infonya ya💜,,Silahkan DM untuk infonya ya,silahkan dm untuk infonya ya,silakan dm untuk informasi ya,sila informasi,netral,0.9997,,netral,0.999
TikTok,cove_id,2025-03-04 03:39:37+00:00,DM untuk harganya ya kak,,DM untuk harganya ya kak,dm untuk harganya ya kak,dm untuk harga ya kak,harga,netral,0.9567,,netral,0.997
TikTok,vantasticgirl2,2025-03-05 11:27:10+00:00,brpa per bulan,,brpa per bulan,brpa per bulan,berapa per bulan,berapa per bulan,netral,0.9978,,netral,0.9971
TikTok,tank_allrole,2025-03-05 12:39:58+00:00,Ini jakbar cuma di mangga besar aja ya?,,Ini jakbar cuma di mangga besar aja ya,ini jakbar cuma di mangga besar aja ya,ini jakbar cuma di mangga besar saja ya,jakbar cuma mangga besar,netral,0.9984,,netral,0.999
TikTok,patrickman007,2025-03-05 14:25:42+00:00,jakbar yang deket ke jakpus ada ga min?,,jakbar yang deket ke jakpus ada ga min,jakbar yang deket ke jakpus ada ga min,jakbar yang dekat ke jakpus ada tidak pengelola,jakbar dekat jakpus tidak kelola,netral,0.9995,,netral,0.999
TikTok,cove_id,2025-03-06 02:08:39+00:00,Dm untuk infonya ya,,Dm untuk infonya ya,dm untuk infonya ya,dm untuk informasi ya,informasi,netral,0.9996,,netral,0.9989
TikTok,usernny308,2025-03-07 15:29:21+00:00,masih ada ga ka?,,masih ada ga ka,masih ada ga ka,masih ada tidak kak,tidak,negatif,0.9997,,negatif,0.9986
TikTok,triwindiaa,2025-03-09 08:17:06+00:00,Kak yg di jakarta barat ada kah?,,Kak yg di jakarta barat ada kah,kak yg di jakarta barat ada kah,kak yang di jakarta barat ada kah,jakarta barat,netral,0.9958,,netral,0.9985
TikTok,azharikuy,2025-03-12 03:07:41+00:00,bawa anak bayi bolehkah,,bawa anak bayi bolehkah,bawa anak bayi bolehkah,bawa anak bayi bolehkah,bawa anak bayi boleh,netral,0.987,,netral,0.9987
TikTok,ibuberproses1,2025-03-12 23:50:18+00:00,berapa sewa perbulan,,berapa sewa perbulan,berapa sewa perbulan,berapa sewa perbulan,berapa sewa bulan,netral,0.9989,,netral,0.9989
TikTok,maya_nurhalifah,2025-03-14 22:08:08+00:00,Domisili mana ini kak dan berapa harganya?,,Domisili mana ini kak dan berapa harganya,domisili mana ini kak dan berapa harganya,domisili mana ini kak dan berapa harga,domisili mana berapa harga,netral,0.9965,,netral,0.9988
TikTok,vialbra05,2025-03-16 21:58:12+00:00,Msh ada kamar kosong ga kak,,Msh ada kamar kosong ga kak,msh ada kamar kosong ga kak,masih ada kamar kosong tidak kak,kamar kosong tidak,negatif,0.9965,,negatif,0.9958
TikTok,cici.doraa,2025-03-18 09:45:17+00:00,pet friendly?,,pet friendly,pet friendly,pet friendly,pet friendly,positif,0.6276,,netral,0.9936
TikTok,criffa966,2025-03-19 07:45:50+00:00,permonth brapa ni,,permonth brapa ni,permonth brapa ni,permonth berapa ini,permonth berapa,netral,0.9633,,netral,0.9985
TikTok,sivvian13,2025-03-21 11:07:06+00:00,"tunggu ya kak,2027 insyaallah",,tunggu ya kak insyaallah,tunggu ya kak insyaallah,tunggu ya kak insyaallah,tunggu insyaallah,netral,0.9984,,netral,0.9985
TikTok,auliapuput_,2025-03-22 09:41:07+00:00,Kurang space buat sholat berjamaah berdua 😢untu type casagio,,Kurang space buat sholat berjamaah berdua untu type casagio,kurang space buat sholat berjamaah berdua untu type casagio,kurang space untuk sholat berjamaah berdua untu type casagio,kurang space sholat jamaah dua untu type casagio,negatif,0.8457,,negatif,0.9975
TikTok,damita297,2025-03-22 14:46:45+00:00,kl dari fak teknik brp menit jln kaki?,,kl dari fak teknik brp menit jln kaki,kl dari fak teknik brp menit jln kaki,kalau dari fak teknik berapa menit jalan kaki,kalau fak teknik berapa menit jalan kaki,netral,0.9949,,netral,0.9989
TikTok,perantaulabil,2025-03-22 14:59:36+00:00,pasutri dgn anak bisa?,,pasutri dgn anak bisa,pasutri dgn anak bisa,pasutri dengan anak bisa,pasutri anak,netral,0.995,,netral,0.9984
TikTok,user2121512587583,2025-03-23 08:17:51+00:00,kl bawa ank dua tahun bisa ga,,kl bawa ank dua tahun bisa ga,kl bawa ank dua tahun bisa ga,kalau bawa anak dua tahun bisa tidak,kalau bawa anak tahun tidak,netral,0.9978,,netral,0.9968
TikTok,gizkaaa0,2025-03-23 11:57:08+00:00,"ada info kost di daerah setiabudi jaksel gaa ya? butuh bgtt. pake Ac, wifi, under 2jt kalo bisaa",,ada info kost di daerah setiabudi jaksel gaa ya butuh bgtt pake Ac wifi under jt kalo bisaa,ada info kost di daerah setiabudi jaksel gaa ya butuh bgtt pake ac wifi under jt kalo bisaa,ada informasi kos di daerah setiabudi jaksel tidak ya butuh sangat pakai pendingin ruangan internet under juta kalau bisa,informasi daerah setiabudi jaksel tidak butuh sangat pakai dingin ruang internet under juta kalau,netral,0.9997,,netral,0.9981
TikTok,userfarah010909,2025-03-24 09:56:18+00:00,2027 masih buka ga nih,,masih buka ga nih,masih buka ga nih,masih buka tidak ini,buka tidak,netral,0.9976,,netral,0.999
TikTok,ny.yuniawati90,2025-03-26 12:16:41+00:00,Yg suite brp?,,Yg suite brp,yg suite brp,yang suite berapa,suite berapa,netral,0.8812,,netral,0.998
TikTok,lourine2307,2025-03-26 18:24:22+00:00,berapa 1 bulannya Sis ?,,berapa bulannya Sis,berapa bulannya sis,berapa bulannya kakak,berapa bulan,netral,0.9953,,netral,0.9958
TikTok,gabriellacallista.s,2025-03-30 01:16:25+00:00,Kak ini udah include biaya listrik?,,Kak ini udah include biaya listrik,kak ini udah include biaya listrik,kak ini sudah include biaya listrik,include biaya listrik,netral,0.9996,,netral,0.9987
TikTok,88lb8,2025-03-31 07:46:46+00:00,ka yg 1 hari ada?,,ka yg hari ada,ka yg hari ada,kak yang hari ada,hari,netral,0.7345,,netral,0.9572
TikTok,myanuar87,2025-03-31 14:18:56+00:00,gak lagi pake cove troma banget merasa tertipu,,gak lagi pake cove troma banget merasa tertipu,gak lagi pake cove troma banget merasa tertipu,tidak lagi pakai cove trauma sangat merasa tertipu,tidak pakai trauma sangat rasa tipu,negatif,0.9998,,negatif,0.9988
TikTok,almirarestu_,2025-04-02 15:01:55+00:00,gaji umr mah ya udah nyari budget maximal banget 1.5 😂 klo bisa di bawah itu 😁,,gaji umr mah ya udah nyari budget maximal banget klo bisa di bawah itu,gaji umr mah ya udah nyari budget maximal banget klo bisa di bawah itu,gaji umr mah ya sudah mencari budget maximal sangat kalau bisa di bawah itu,gaji umr mah cari budget maximal sangat kalau bawah,negatif,0.9971,,negatif,0.9979
TikTok,nandha_suhendra,2025-04-04 05:00:23+00:00,Masih kosong ga kak?,,Masih kosong ga kak,masih kosong ga kak,masih kosong tidak kak,kosong tidak,negatif,0.9994,,negatif,0.9988
TikTok,naia.cilla,2025-04-04 07:32:34+00:00,Ini ada ibu kosnya gak yaa kak?,,Ini ada ibu kosnya gak yaa kak,ini ada ibu kosnya gak yaa kak,ini ada ibu kosnya tidak ya kak,ibu kosnya tidak,negatif,0.8752,,netral,0.5956
TikTok,fatamorgana5242,2025-04-06 17:33:57+00:00,Ciledug ada kaga..?,,Ciledug ada kaga,ciledug ada kaga,ciledug ada tidak,ciledug tidak,negatif,0.9852,,negatif,0.9976
TikTok,utamiaryo,2025-04-06 17:43:52+00:00,masih ada kak? Deket kutek gak kak?,,masih ada kak Deket kutek gak kak,masih ada kak deket kutek gak kak,masih ada kak dekat kutek tidak kak,dekat kutek tidak,netral,0.954,,netral,0.983
TikTok,sagitariuus008,2025-04-07 12:37:26+00:00,bogor ada gk ka yg macam ini,,bogor ada gk ka yg macam ini,bogor ada gk ka yg macam ini,bogor ada tidak kak yang macam ini,bogor tidak macam,negatif,0.9996,,negatif,0.9981
TikTok,ggexx,2025-04-09 11:41:59+00:00,my dream kos ❣️❣️❣️❣️❣️❣️❣️❣️,,my dream kos,my dream kos,my dream kos,dream,netral,0.5107,,netral,0.9966
TikTok,humairie_82,2025-04-09 13:49:54+00:00,hubungi kemaana kak,,hubungi kemaana kak,hubungi kemaana kak,hubungi kemaana kak,hubung kemaana,netral,0.9997,,netral,0.9989
TikTok,howakdsl,2025-04-10 02:46:54+00:00,ini lebih dekat fakultas ui apa ya keluarnya,,ini lebih dekat fakultas ui apa ya keluarnya,ini lebih dekat fakultas ui apa ya keluarnya,ini lebih dekat fakultas ui apa ya keluarnya,lebih dekat fakultas apa keluar,netral,0.9888,,netral,0.9811
TikTok,usmaneffendisitorus,2025-04-12 04:06:55+00:00,kalau ke Aktuaria dekat kak,,kalau ke Aktuaria dekat kak,kalau ke aktuaria dekat kak,kalau ke aktuaria dekat kak,kalau aktuaria dekat,positif,0.9276,,netral,0.9908
TikTok,fprmnaa_,2025-04-12 04:43:34+00:00,Ada perharinya gak kk yg dekat ui,,Ada perharinya gak kk yg dekat ui,ada perharinya gak kk yg dekat ui,ada perharinya tidak kakak yang dekat ui,hari tidak dekat,negatif,0.7585,,netral,0.9642
TikTok,selmaadilia06,2025-04-12 08:14:42+00:00,Parkir mobil luas ga kak ?,,Parkir mobil luas ga kak,parkir mobil luas ga kak,parkir mobil luas tidak kak,parkir mobil luas tidak,negatif,0.9988,,negatif,0.9856
TikTok,fentiyuliyana,2025-04-14 02:34:29+00:00,ka cove daerah Bekasi ada ga ya aku lagi nyari kosan soalnya,,ka cove daerah Bekasi ada ga ya aku lagi nyari kosan soalnya,ka cove daerah bekasi ada ga ya aku lagi nyari kosan soalnya,kak cove daerah bekasi ada tidak ya saya lagi mencari kos soalnya,daerah bekas tidak cari soal,netral,0.9984,,netral,0.9984
TikTok,inces_214,2025-04-14 23:46:15+00:00,lokasi dmn,,lokasi dmn,lokasi dmn,lokasi dimana,lokasi,positif,0.9966,,positif,0.9987
TikTok,seru_seru.an,2025-04-15 03:28:43+00:00,ad yg kosongan ga sih? 😭 brg w bnyk bgt tp mw tinggal d sni,,ad yg kosongan ga sih brg w bnyk bgt tp mw tinggal d sni,ad yg kosongan ga sih brg w bnyk bgt tp mw tinggal d sni,ada yang kosongan tidak bareng saya banyak sangat tetapi ingin tinggal di sni,kosong tidak bareng banyak sangat tinggal sni,negatif,0.9994,,negatif,0.9988
TikTok,widia_0711,2025-04-15 09:48:17+00:00,"mau kak,harga brp kak,ada di jakarta timur ga kak?",,mau kak harga brp kak ada di jakarta timur ga kak,mau kak harga brp kak ada di jakarta timur ga kak,ingin kak harga berapa kak ada di jakarta timur tidak kak,harga berapa jakarta timur tidak,netral,0.9418,,netral,0.9978
TikTok,willysofee,2025-04-15 12:19:26+00:00,kecil bgt loh ya ini,,kecil bgt loh ya ini,kecil bgt loh ya ini,kecil sangat ya ini,kecil sangat,negatif,0.9857,,negatif,0.9975
TikTok,cececilla,2025-04-16 01:21:27+00:00,berapa plis,,berapa plis,berapa plis,berapa tolong,berapa,netral,0.9993,,netral,0.9986
TikTok,babydollz2405,2025-04-16 05:03:26+00:00,"harga nya 3.300.000 guys , mending sewa apartment sekalian 🤣",,harga nya guys mending sewa apartment sekalian,harga nya guys mending sewa apartment sekalian,harga nya guys mending sewa apartment sekalian,harga guys mending sewa apartment sekali,negatif,0.9976,,negatif,0.8613
TikTok,lagiisengaja,2025-04-16 12:44:13+00:00,Ini harga brp? 1jt an ga?,,Ini harga brp jt an ga,ini harga brp jt an ga,ini harga berapa juta an tidak,harga berapa juta tidak,negatif,0.9855,,negatif,0.9987
TikTok,pacemofurajaampat,2025-04-17 02:16:33+00:00,harganya berapa,,harganya berapa,harganya berapa,harga berapa,harga berapa,netral,0.6557,,netral,0.9975
TikTok,self_love301,2025-04-17 09:20:00+00:00,Paling 3jt lebih,,Paling jt lebih,paling jt lebih,paling juta lebih,paling juta lebih,netral,0.7146,,negatif,0.9784
TikTok,ourdraftworld,2025-04-19 15:12:21+00:00,apart tu kita bisa beli atau cm kaya nyewa aja si?,,apart tu kita bisa beli atau cm kaya nyewa aja si,apart tu kita bisa beli atau cm kaya nyewa aja si,apart itu kita bisa beli atau cuma seperti nyewa saja,apart beli cuma nyewa,netral,0.9984,,netral,0.9988
TikTok,thania_christina,2025-04-20 11:12:16+00:00,Min dkt TP ada brp budget,,Min dkt TP ada brp budget,min dkt tp ada brp budget,pengelola dkt tetapi ada berapa budget,kelola dkt berapa budget,netral,0.9931,,netral,0.9982
TikTok,browbarr,2025-04-21 06:14:23+00:00,Kok iso cedek unair tapi cedek jl tunjungan juga🤣,,Kok iso cedek unair tapi cedek jl tunjungan juga,kok iso cedek unair tapi cedek jl tunjungan juga,iso cedek unair tetapi cedek jl tunjungan juga,iso cedek unair cedek tunjung,netral,0.9971,,netral,0.9981
TikTok,ganimukhtar02,2025-04-21 10:20:35+00:00,Skrg udah ga ad lagi ya kak?,,Skrg udah ga ad lagi ya kak,skrg udah ga ad lagi ya kak,sekarang sudah tidak ada lagi ya kak,sekarang tidak,negatif,0.9998,,negatif,0.9981
TikTok,ichiroverse,2025-04-21 16:21:21+00:00,kaya rumahnya Ka Erika yang dulu,,kaya rumahnya Ka Erika yang dulu,kaya rumahnya ka erika yang dulu,seperti rumahnya kak erika yang dulu,rumah erika dulu,netral,0.9947,,netral,0.9841
TikTok,zevbruh,2025-04-21 17:40:28+00:00,Apart budget 2.5jt di surabaya rekomendasi dimana ya?,,Apart budget jt di surabaya rekomendasi dimana ya,apart budget jt di surabaya rekomendasi dimana ya,apart budget juta di surabaya rekomendasi dimana ya,apart budget juta surabaya rekomendasi,netral,0.9956,,netral,0.9987
TikTok,steel_dude,2025-04-22 04:31:13+00:00,"spill yg 1,7 ka?",,spill yg ka,spill yg ka,spill yang kak,spill,positif,0.9958,,positif,0.9922
TikTok,cove_id,2025-04-22 11:57:34+00:00,Detailnya bisa DM ya ka✨,,Detailnya bisa DM ya ka,detailnya bisa dm ya ka,detailnya bisa dm ya kak,detail,netral,0.9997,,netral,0.9988
TikTok,zombiemanid,2025-04-22 13:23:33+00:00,boleh mampir gak min 💀,,boleh mampir gak min,boleh mampir gak min,boleh mampir tidak pengelola,mampir tidak kelola,netral,0.9865,,netral,0.9984
TikTok,hppyfive,2025-04-22 14:09:37+00:00,"Brp ini kak, DM harga",,Brp ini kak DM harga,brp ini kak dm harga,berapa ini kak dm harga,berapa harga,netral,0.993,,netral,0.9976
TikTok,n0pnop16,2025-04-23 03:21:23+00:00,mending apartemen jir,,mending apartemen jir,mending apartemen jir,mending apartemen jir,mending apartemen jir,negatif,0.781,,negatif,0.995
TikTok,aku._.indah,2025-04-23 10:20:46+00:00,berapaan harganya kak?,,berapaan harganya kak,berapaan harganya kak,berapaan harga kak,berapa harga,netral,0.9923,,netral,0.9941
TikTok,dewirswari,2025-04-23 15:24:35+00:00,Tunjungan? Galaxy mall? Wkwk,,Tunjungan Galaxy mall Wkwk,tunjungan galaxy mall wkwk,tunjungan galaxy mall,tunjung galaxy mall,netral,0.9968,,netral,0.9983
TikTok,unclegobear,2025-04-25 14:45:42+00:00,Ati ati kak sepatunya kegedean gak sik,,Ati ati kak sepatunya kegedean gak sik,ati ati kak sepatunya kegedean gak sik,ati ati kak sepatunya kegedean tidak sik,ati ati sepatu gede tidak sik,positif,0.7789,,negatif,0.9937
TikTok,lolxswieb,2025-04-26 08:46:23+00:00,apart yg sejutaan di sby dimana yaa,,apart yg sejutaan di sby dimana yaa,apart yg sejutaan di sby dimana yaa,apart yang sejutaan di surabaya dimana ya,apart juta surabaya,netral,0.9974,,netral,0.9988
TikTok,fandiirawan987,2025-04-27 13:46:48+00:00,kak sekarang masih ada yg kosong gak kos cowok bisa,,kak sekarang masih ada yg kosong gak kos cowok bisa,kak sekarang masih ada yg kosong gak kos cowok bisa,kak sekarang masih ada yang kosong tidak kos cowok bisa,sekarang kosong tidak cowok,negatif,0.9653,,negatif,0.9985
TikTok,achuilie,2025-04-28 07:12:26+00:00,Sis mau ty / bln brp?,,Sis mau ty bln brp,sis mau ty bln brp,kakak ingin ty bulan berapa,bulan berapa,netral,0.999,,netral,0.9983
TikTok,quellazhra,2025-04-28 14:07:42+00:00,Buat lagi deket kampus A unair kak😭,,Buat lagi deket kampus A unair kak,buat lagi deket kampus a unair kak,untuk lagi dekat kampus a unair kak,dekat kampus unair,netral,0.9817,,netral,0.9988
TikTok,virgogurls1109,2025-04-28 17:55:56+00:00,Cat friendly kak?,,Cat friendly kak,cat friendly kak,cat friendly kak,cat friendly,positif,0.7595,,positif,0.9986
TikTok,cove_id,2025-04-29 00:48:02+00:00,"wah, nanti kita buatin spesial buat Covey ya ✨",,wah nanti kita buatin spesial buat Covey ya,wah nanti kita buatin spesial buat covey ya,wah nanti kita membuat spesial untuk covey ya,buat spesial covey,netral,0.9255,,netral,0.999
